Date,Series1,Series2,Series3,Series4,Series5,Series6,Series7,Series8,Series9,Series10
21-02-2015,244.533997,4955.970215,11108.66992,18332.30078,3246.906006,11050.63965,101.1,271.57,63.162209,107.848061
22-02-2015,235.977005,4955.970215,11108.66992,18332.30078,3246.906006,11050.63965,101.1,271.57,63.162209,107.848061
23-02-2015,238.891998,4960.970215,11074.58008,18466.91992,3246.906006,11130.91992,100.75,264.3,63.210579,109.083855
24-02-2015,238.735001,4968.120117,11122.11035,18603.48047,3246.906006,11205.74023,100.46,263.39,63.272755,110.515701
25-02-2015,237.470001,4967.140137,11117.92969,18585.19922,3228.843018,11210.26953,100.81,272.53,63.480076,110.992943
26-02-2015,236.425995,4987.890137,11082.09961,18785.78906,3298.358887,11327.19043,101.53,257.46,63.466217,109.475922
27-02-2015,253.828003,4963.529785,11062.79004,18797.93945,3310.302979,11401.66016,101.79,265.96,63.480076,110.396362
28-02-2015,254.263,4963.529785,11062.79004,18797.93945,3310.302979,11401.66016,101.79,265.96,63.480076,110.396362
01-03-2015,260.201996,4963.529785,11062.79004,18797.93945,3310.302979,11401.66016,101.79,265.96,63.480076,110.396362
02-03-2015,275.670013,5008.100098,11102.82031,18826.88086,3336.284912,11410.36035,101.38,265.05,63.468258,108.34008
03-03-2015,281.701996,4979.899902,11051.21973,18815.16016,3263.052002,11280.36035,101.06,270.02,63.287823,107.947273
04-03-2015,273.09201,4967.140137,11004.67969,18703.59961,3279.532959,11390.37988,100.76,275.42,63.169876,107.981415
05-03-2015,276.178009,4982.810059,11014.25977,18751.83984,3248.476074,11504.00977,100.37,271.3,63.287823,107.844788
06-03-2015,272.722992,4927.370117,10842.16992,18971,3241.187012,11550.96973,97.69,265.16,62.885345,105.462273
07-03-2015,276.260986,4927.370117,10842.16992,18971,3241.187012,11550.96973,97.69,265.16,62.885345,105.462273
08-03-2015,274.354004,4927.370117,10842.16992,18971,3241.187012,11550.96973,97.69,265.16,62.885345,105.462273
09-03-2015,289.606995,4942.439941,10866.62012,18790.55078,3302.407959,11582.11035,97.88,267.01,62.753529,106.435791
10-03-2015,291.76001,4859.790039,10678.41016,18665.10938,3286.068115,11500.37988,97.34,258.25,62.510635,107.836266
11-03-2015,296.378998,4849.939941,10678.75977,18723.51953,3290.899902,11805.99023,96.54,257.84,62.684113,108.621872
12-03-2015,294.354004,4893.290039,10820.87012,18991.10938,3349.322998,11799.38965,96.65,252.98,62.808994,108.545059
13-03-2015,285.337006,4871.759766,10751.01953,19254.25,3372.910889,11901.61035,96.68,242.33,62.593861,108.211998
14-03-2015,281.88501,4871.759766,10751.01953,19254.25,3372.910889,11901.61035,96.68,242.33,62.593861,108.211998
15-03-2015,286.393005,4871.759766,10751.01953,19254.25,3372.910889,11901.61035,96.68,242.33,62.593861,108.211998
16-03-2015,290.592987,4929.509766,10881.17969,19246.06055,3449.304932,12167.71973,96.74,237.54,62.531452,109.253815
17-03-2015,285.505005,4937.430176,10862.42969,19437,3502.846924,11980.84961,96.32,232.7,62.219185,110.158966
18-03-2015,256.299011,4982.830078,11019.71973,19544.48047,3577.301025,11922.76953,96.57,240.21,62.774315,112.285294
19-03-2015,260.928009,4992.379883,10931.36035,19476.56055,3582.270996,11899.40039,98.07,234.45,62.274677,111.713173
20-03-2015,261.748993,5026.419922,11070.53027,19560.2207,3617.318115,12039.37012,99.37,239.8,62.760422,112.302353
21-03-2015,260.024994,5026.419922,11070.53027,19560.2207,3617.318115,12039.37012,99.37,239.8,62.760422,112.302353
22-03-2015,267.959991,5026.419922,11070.53027,19560.2207,3617.318115,12039.37012,99.37,239.8,62.760422,112.302353
23-03-2015,266.73999,5010.970215,11070.88965,19754.35938,3687.728027,11895.83984,99.62,244.33,62.808994,112.165771
24-03-2015,245.595001,4994.72998,11019.75,19713.44922,3691.409912,12005.69043,99.93,244.64,62.906185,113.250244
25-03-2015,246.197006,4876.52002,10897.50977,19746.19922,3660.727051,11865.32031,100.43,253.4,62.739639,112.293861
26-03-2015,248.531998,4863.359863,10865.15039,19471.11914,3682.094971,11843.67969,101.07,264.83,62.732677,110.543228
27-03-2015,247.029007,4891.220215,10875.13965,19285.63086,3691.095947,11868.33008,100.66,251.65,62.781269,111.918129
28-03-2015,252.798004,4891.220215,10875.13965,19285.63086,3691.095947,11868.33008,100.66,251.65,62.781269,111.918129
29-03-2015,242.712997,4891.220215,10875.13965,19285.63086,3691.095947,11868.33008,100.66,251.65,62.781269,111.918129
30-03-2015,247.526001,4947.439941,10989.16016,19411.40039,3786.568115,12086.00977,99.36,250.67,62.954735,111.36306
31-03-2015,244.223999,4900.879883,10899.19043,19206.99023,3747.898926,11966.16992,99.19,245.11,62.87841,111.602158
01-04-2015,247.272003,4880.22998,10891.61035,19034.83984,3810.293945,12001.37988,101.28,257.93,63.00806,113.068008
02-04-2015,253.005005,4886.939941,10953.16016,19312.78906,3825.783936,11967.38965,100.67,253.04,63.056843,111.87001
03-04-2015,254.322006,4886.939941,10953.16016,19435.08008,3863.928955,11967.38965,100.67,253.04,63.056843,111.87001
04-04-2015,253.697006,4886.939941,10953.16016,19435.08008,3863.928955,11967.38965,100.67,253.04,63.056843,111.87001
05-04-2015,260.597992,4886.939941,10953.16016,19435.08008,3863.928955,11967.38965,100.67,253.04,63.056843,111.87001
06-04-2015,255.492004,4917.319824,11033.12012,19397.98047,3863.928955,11967.38965,102.16,268.48,63.217186,111.24527
07-04-2015,253.179993,4910.22998,11013.24023,19640.53906,3961.37793,12123.51953,101.49,277.96,63.551804,112.17804
08-04-2015,245.022003,4950.819824,11032.99023,19789.81055,3994.811035,12035.86035,100.86,259.63,63.537815,112.21228
09-04-2015,243.675995,4974.560059,11065.38965,19937.7207,3957.533936,12166.44043,100.06,261.78,63.475113,110.757568
10-04-2015,236.072006,4995.97998,11112.67969,19907.63086,4034.310059,12374.73047,100.98,266.45,63.621483,110.920174
11-04-2015,236.552002,4995.97998,11112.67969,19907.63086,4034.310059,12374.73047,100.98,266.45,63.621483,110.920174
12-04-2015,236.153,4995.97998,11112.67969,19907.63086,4034.310059,12374.73047,100.98,266.45,63.621483,110.920174
13-04-2015,224.587006,4988.25,11056.75977,19905.46094,4121.714844,12338.73047,100.54,267.69,63.502972,111.074165
14-04-2015,219.158997,4977.290039,11108.07031,19908.67969,4135.564941,12227.59961,99.98,273.61,63.530872,111.861443
15-04-2015,223.832993,5011.02002,11171.05957,19869.75977,4084.163086,12231.33984,100.71,287.67,63.78183,111.767281
16-04-2015,228.572998,5007.790039,11169.75,19885.76953,4194.823242,11998.86035,100.43,289.76,63.64938,111.211067
17-04-2015,222.882004,4931.810059,11058.4502,19652.88086,4287.295898,11688.7002,100.86,285.82,63.454197,112.486099
18-04-2015,223.356003,4931.810059,11058.4502,19652.88086,4287.295898,11688.7002,100.86,285.82,63.454197,112.486099
19-04-2015,222.600006,4931.810059,11058.4502,19652.88086,4287.295898,11688.7002,100.86,285.82,63.454197,112.486099
20-04-2015,224.626007,4994.600098,11116.57031,19634.49023,4217.077148,11891.91016,100.07,288.62,63.593636,111.493492
21-04-2015,235.268997,5014.100098,11100.37988,19909.08984,4293.623047,11939.58008,100.86,282.28,63.635418,110.988609
22-04-2015,234.175995,5035.169922,11144.4502,20133.90039,4398.494141,11867.37012,99.5,280.04,63.57267,109.294258
23-04-2015,236.462006,5056.060059,11191.48047,20187.65039,4414.507813,11723.58008,100.12,287.92,63.551804,109.7649
24-04-2015,231.268005,5092.080078,11192.92969,20020.03906,4393.686035,11810.84961,98.5,284.98,63.656303,110.449486
25-04-2015,226.389999,5092.080078,11192.92969,20020.03906,4393.686035,11810.84961,98.5,284.98,63.656303,110.449486
26-04-2015,219.429993,5092.080078,11192.92969,20020.03906,4393.686035,11810.84961,98.5,284.98,63.656303,110.449486
27-04-2015,229.285995,5060.25,11167.30957,19983.32031,4527.395996,12039.16016,100.87,284.18,63.67725,110.449486
28-04-2015,225.854996,5055.419922,11203.08008,20058.94922,4476.214844,11811.66016,101.76,284.53,63.579659,108.926262
29-04-2015,225.807999,5023.640137,11154.11035,20058.94922,4476.620117,11432.71973,101.44,292.11,63.46114,107.591331
30-04-2015,236.145004,4941.419922,11049.74023,19520.00977,4441.654785,11454.37988,99.12,297.34,63.4263,107.779556
01-05-2015,232.078995,5005.390137,11140.36035,19531.63086,4441.654785,11454.37988,98.46,294.95,63.567749,106.328712
02-05-2015,234.929993,5005.390137,11140.36035,19531.63086,4441.654785,11454.37988,98.46,294.95,63.567749,106.328712
03-05-2015,240.358002,5005.390137,11140.36035,19531.63086,4441.654785,11454.37988,98.46,294.95,63.567749,106.328712
04-05-2015,239.018005,5016.930176,11173.28027,19531.63086,4480.463867,11619.84961,99.49,293.85,63.553734,105.325462
05-05-2015,236.121002,4939.330078,11049.33984,19531.63086,4298.706055,11327.67969,100.03,301.18,63.469742,105.179634
06-05-2015,229.781998,4919.640137,11015.99023,19531.63086,4229.266113,11350.15039,99.78,303.82,63.280685,103.378944
07-05-2015,237.334,4945.540039,11036.40039,19291.99023,4112.213867,11407.96973,99.1,293.9,63.273697,104.768066
08-05-2015,243.863007,5003.549805,11196.5,19379.18945,4205.916992,11709.73047,99.67,296.12,63.770741,105.051056
09-05-2015,241.832001,5003.549805,11196.5,19379.18945,4205.916992,11709.73047,99.67,296.12,63.770741,105.051056
10-05-2015,240.296005,5003.549805,11196.5,19379.18945,4205.916992,11709.73047,99.67,296.12,63.770741,105.051056
11-05-2015,242.158005,4993.569824,11140.74023,19620.91016,4333.583984,11673.34961,99.17,295.58,63.371681,102.49575
12-05-2015,241.112,4976.189941,11113.16992,19624.83984,4401.219238,11472.41016,99.96,302.84,63.364693,102.761574
13-05-2015,236.376999,4981.689941,11117,19764.7207,4375.759766,11351.45996,102.12,301.61,63.273697,101.938377
14-05-2015,236.929001,5050.799805,11207.33008,19570.24023,4378.311035,11559.82031,102.7,298.42,63.581753,102.212753
15-05-2015,237.604996,5048.290039,11228.34961,19732.91992,4308.690918,11447.03027,102.71,296.95,63.721779,104.262169
16-05-2015,236.153,5048.290039,11228.34961,19732.91992,4308.690918,11447.03027,102.71,296.95,63.721779,104.262169
17-05-2015,236.802002,5048.290039,11228.34961,19732.91992,4308.690918,11447.03027,102.71,296.95,63.721779,104.262169
18-05-2015,233.128006,5078.439941,11227.88965,19890.26953,4283.491211,11594.28027,102.9,295.48,63.616726,102.512878
19-05-2015,231.947006,5070.029785,11213.15039,20026.38086,4417.551758,11853.33008,101.15,284.44,63.518734,101.603958
20-05-2015,234.018005,5071.740234,11210.24023,20196.56055,4446.288086,11848.46973,101.33,289.3,63.441704,101.775406
21-05-2015,235.343994,5090.790039,11239.66016,20202.86914,4529.421875,11864.58984,100.94,297.83,63.532726,103.198868
22-05-2015,240.348007,5089.359863,11197.69043,20264.41016,4657.596191,11815.00977,100.92,292.93,63.581753,103.24176
23-05-2015,238.871994,5089.359863,11197.69043,20264.41016,4657.596191,11815.00977,100.92,292.93,63.581753,103.24176
24-05-2015,240.953003,5089.359863,11197.69043,20264.41016,4657.596191,11815.00977,100.92,292.93,63.581753,103.24176
25-05-2015,237.110001,5089.359863,11197.69043,20413.76953,4813.797852,11815.00977,100.92,292.93,63.581753,103.24176
26-05-2015,237.115997,5032.75,11065.32031,20437.48047,4910.896973,11625.12988,99.49,284.64,63.448719,105.008171
27-05-2015,237.283005,5106.589844,11143.34961,20472.58008,4941.713867,11771.12988,99.38,282.09,63.588737,105.248299
28-05-2015,237.408005,5097.97998,11132.74023,20551.46094,4620.266113,11677.57031,99.57,282.92,63.560745,104.991028
29-05-2015,237.095993,5070.029785,11056.29981,20563.15039,4611.744141,11413.82031,99.66,295.77,63.651752,105.222557
30-05-2015,233.345001,5070.029785,11056.29981,20563.15039,4611.744141,11413.82031,99.66,295.77,63.651752,105.222557
31-05-2015,230.190002,5070.029785,11056.29981,20563.15039,4611.744141,11413.82031,99.66,295.77,63.651752,105.222557
01-06-2015,222.925995,5082.930176,11061.67969,20569.86914,4828.737793,11436.04981,99.56,295.28,63.758659,104.091698
02-06-2015,225.802994,5076.52002,11080.88965,20543.18945,4910.526855,11328.79981,100.04,300.48,63.639118,102.639381
03-06-2015,225.873993,5099.22998,11107.94043,20473.50977,4909.978027,11419.62012,99.24,292.54,63.294521,100.989449
04-06-2015,224.324005,5059.120117,11000.38965,20488.18945,4947.102051,11340.59961,98.43,284.49,63.090534,102.304253
05-06-2015,224.951996,5068.459961,10979.33008,20460.90039,5023.096191,11197.15039,97.84,290.03,62.900646,101.058197
06-06-2015,225.619003,5068.459961,10979.33008,20460.90039,5023.096191,11197.15039,97.84,290.03,62.900646,101.058197
07-06-2015,222.880997,5068.459961,10979.33008,20460.90039,5023.096191,11197.15039,97.84,290.03,62.900646,101.058197
08-06-2015,228.488998,5021.629883,10917.82031,20457.18945,5131.880859,11064.91992,98.3,285.22,62.900646,100.94651
09-06-2015,229.048004,5013.870117,10915.63965,20096.30078,5113.53418,11001.29004,98.63,295,62.795181,100.147293
10-06-2015,228.802994,5076.689941,11057.99023,20046.35938,5106.036133,11265.38965,99.39,301.07,62.879566,99.270729
11-06-2015,229.705002,5082.509766,11080.50977,20382.9707,5121.592773,11332.78027,98.87,298.08,63.006168,101.358955
12-06-2015,229.981995,5051.100098,11009.91016,20407.08008,5166.350098,11196.49023,98.77,294.09,62.774082,101.358955
13-06-2015,232.401993,5051.100098,11009.91016,20407.08008,5166.350098,11196.49023,98.77,294.09,62.774082,101.358955
14-06-2015,233.542999,5051.100098,11009.91016,20407.08008,5166.350098,11196.49023,98.77,294.09,62.774082,101.358955
15-06-2015,236.822998,5029.970215,10949.54004,20387.78906,5062.993164,10984.96973,99.32,292.14,62.478741,101.522255
16-06-2015,250.895004,5055.549805,10997.66016,20257.93945,4887.432129,11044.00977,98.91,294.33,62.830311,102.321419
17-06-2015,249.283997,5064.879883,11013.66016,20219.26953,4967.897949,10978.00977,98.57,293.75,62.774082,101.530815
18-06-2015,249.007004,5132.950195,11100.46973,19990.82031,4785.355957,11100.29981,100.68,296.14,63.006168,101.032433
19-06-2015,244.606003,5117,11038.95996,20174.24023,4478.36377,11040.09961,100.67,292,63.041313,102.330025
20-06-2015,245.212006,5117,11038.95996,20174.24023,4478.36377,11040.09961,100.67,292,63.041313,102.330025
21-06-2015,243.944,5117,11038.95996,20174.24023,4478.36377,11040.09961,100.67,292,63.041313,102.330025
22-06-2015,246.990005,5153.970215,11129.61035,20428.18945,4478.36377,11460.5,99.18,293.99,63.167885,100.241844
23-06-2015,244.296005,5160.089844,11149.36035,20809.41992,4576.492188,11542.54004,98.55,297.06,63.125702,99.640274
24-06-2015,240.514999,5122.410156,11066.13965,20868.0293,4690.149902,11471.25977,98.24,293.46,62.956909,100.499649
25-06-2015,242.798996,5112.189941,11035.73047,20771.40039,4527.778809,11473.12988,98.15,290.68,62.767063,100.147293
26-06-2015,243.593994,5080.509766,11040.30957,20706.15039,4192.873047,11492.42969,98.26,290.34,62.584183,99.021576
27-06-2015,250.990005,5080.509766,11040.30957,20706.15039,4192.873047,11492.42969,98.26,290.34,62.584183,99.021576
28-06-2015,249.011002,5080.509766,11040.30957,20706.15039,4192.873047,11492.42969,98.26,290.34,62.584183,99.021576
29-06-2015,257.063995,4958.470215,10790.33008,20109.94922,4053.030029,11083.2002,98.75,284.01,62.155193,101.64254
30-06-2015,263.071991,4986.870117,10805.2002,20235.73047,4277.222168,10944.96973,98.15,289.56,62.450584,100.937874
01-07-2015,258.621002,5013.120117,10858.99023,20329.32031,4053.699951,11180.5,97.94,277.34,62.461128,99.575409
02-07-2015,255.412003,5009.209961,10864.82031,20522.5,3912.76709,11099.34961,97.45,277.2,62.694283,99.902679
03-07-2015,256.335999,5009.209961,10864.82031,20539.78906,3686.915039,11058.38965,97.45,277.2,62.694283,99.902679
04-07-2015,260.885986,5009.209961,10864.82031,20539.78906,3686.915039,11058.38965,97.45,277.2,62.694283,99.902679
05-07-2015,271.912994,5009.209961,10864.82031,20539.78906,3686.915039,11058.38965,97.45,277.2,62.694283,99.902679
06-07-2015,269.029999,4991.939941,10782.67969,20112.11914,3775.912109,10890.62988,98.26,255.77,62.489414,101.754318
07-07-2015,266.207001,4997.459961,10829.32031,20376.58984,3727.125,10676.78027,96.54,254.8,62.538841,102.710312
08-07-2015,270.785004,4909.759766,10636.79981,19737.64063,3507.191895,10747.29981,97.45,251.49,62.228058,103.597366
09-07-2015,269.227997,4922.399902,10689.50977,19855.5,3709.330078,10996.41016,97.09,256.99,62.36935,101.556252
10-07-2015,284.894012,4997.700195,10853.91992,19779.83008,3877.802979,11315.62988,96.98,256.85,62.729614,99.94577
11-07-2015,293.11499,4997.700195,10853.91992,19779.83008,3877.802979,11315.62988,96.98,256.85,62.729614,99.94577
12-07-2015,310.867004,4997.700195,10853.91992,19779.83008,3877.802979,11315.62988,96.98,256.85,62.729614,99.94577
13-07-2015,292.053986,5071.509766,10944.84961,20089.76953,3970.387939,11484.37988,96.77,254.33,62.786118,99.635719
14-07-2015,287.463989,5104.890137,10993.25977,20385.33008,3924.487061,11516.90039,96.61,258.12,62.722534,99.962982
15-07-2015,285.82901,5098.939941,10958.83008,20463.33008,3805.702881,11539.66016,96.1,249.96,62.722534,101.02227
16-07-2015,278.088989,5163.180176,11024.87012,20600.11914,3823.176025,11716.75977,95.8,247.3,62.82143,101.719872
17-07-2015,279.471985,5210.140137,10987.16992,20650.91992,3957.352051,11673.41992,94.75,247.16,62.651928,102.245255
18-07-2015,274.901001,5210.140137,10987.16992,20650.91992,3957.352051,11673.41992,94.75,247.16,62.651928,102.245255
19-07-2015,273.614014,5210.140137,10987.16992,20650.91992,3957.352051,11673.41992,94.75,247.16,62.651928,102.245255
20-07-2015,278.980988,5218.859863,10969.49023,20650.91992,3992.110107,11735.71973,92.64,243.44,62.362251,101.814606
21-07-2015,275.833008,5208.120117,10919,20841.9707,4017.675049,11604.79981,92.34,245.47,62.249229,102.365837
22-07-2015,277.221985,5171.77002,10899.86035,20593.66992,4026.044922,11520.66992,91.33,237.41,61.846577,103.003143
23-07-2015,276.049011,5146.410156,10840.73047,20683.94922,4123.922852,11512.11035,91.54,233.84,61.811264,104.286377
24-07-2015,288.278015,5088.629883,10721.9502,20544.5293,4070.907959,11347.4502,90.78,232.34,61.634632,104.544724
25-07-2015,288.696991,5088.629883,10721.9502,20544.5293,4070.907959,11347.4502,90.78,232.34,61.634632,104.544724
26-07-2015,292.686005,5088.629883,10721.9502,20544.5293,4070.907959,11347.4502,90.78,232.34,61.634632,104.544724
27-07-2015,293.623993,5039.779785,10656.61035,20350.09961,3725.558105,11056.40039,91.69,228.72,61.373325,105.104538
28-07-2015,294.427002,5089.209961,10790.17969,20328.89063,3663.001953,11173.91016,91.68,231.57,61.705303,104.33802
29-07-2015,289.589996,5111.72998,10883.91016,20302.91016,3789.167969,11211.84961,91.39,235.48,62.065575,103.950493
30-07-2015,287.721985,5128.779785,10881.75,20522.83008,3705.766113,11257.15039,91.01,234.18,62.249229,104.751411
31-07-2015,284.649994,5128.279785,10882.28027,20585.24023,3663.726074,11308.99023,91.54,227.42,62.143272,105.52655
01-08-2015,281.601013,5128.279785,10882.28027,20585.24023,3663.726074,11308.99023,91.54,227.42,62.143272,105.52655
02-08-2015,282.614014,5128.279785,10882.28027,20585.24023,3663.726074,11308.99023,91.54,227.42,62.143272,105.52655
03-08-2015,281.22699,5115.379883,10841.25977,20548.10938,3622.905029,11443.71973,91.07,218.01,62.026913,106.637367
04-08-2015,285.217987,5105.549805,10824.7002,20520.35938,3756.544922,11456.07031,91.18,220.76,62.062405,105.791519
05-08-2015,281.881989,5139.939941,10847.84961,20614.06055,3694.572998,11636.29981,90.75,217.91,61.977238,104.997467
06-08-2015,278.576996,5056.439941,10799.44043,20664.43945,3661.539063,11585.09961,91.12,215.55,61.721764,105.929581
07-08-2015,279.584991,5043.540039,10763.15039,20724.56055,3744.205078,11490.83008,91.46,211.73,61.530186,107.319237
08-08-2015,260.997009,5043.540039,10763.15039,20724.56055,3744.205078,11490.83008,91.46,211.73,61.530186,107.319237
09-08-2015,265.083008,5043.540039,10763.15039,20724.56055,3744.205078,11490.83008,91.46,211.73,61.530186,107.319237
10-08-2015,264.470001,5101.799805,10906.04981,20808.68945,3928.415039,11604.78027,92.3,217.19,61.707577,105.98999
11-08-2015,270.385986,5036.790039,10802.08984,20720.75,3927.907959,11293.65039,92.6,208.33,61.423756,107.673088
12-08-2015,266.376007,5044.390137,10779.45996,20392.76953,3886.320068,10924.61035,93.93,209.16,61.338562,107.086189
13-08-2015,264.079987,5033.560059,10745.30957,20595.55078,3954.555908,11014.62988,93.26,204.21,61.260551,106.740913
14-08-2015,265.679993,5048.240234,10782.24023,20519.44922,3965.334961,10985.13965,93.01,204.82,61.296009,106.991234
15-08-2015,261.550995,5048.240234,10782.24023,20519.44922,3965.334961,10985.13965,93.01,204.82,61.296009,106.991234
16-08-2015,258.506989,5048.240234,10782.24023,20519.44922,3965.334961,10985.13965,93.01,204.82,61.296009,106.991234
17-08-2015,257.976013,5091.700195,10818.57031,20620.25977,3993.667969,10940.33008,93.49,201.5,61.296009,107.474571
18-08-2015,211.078995,5059.350098,10792.79981,20554.4707,3748.164063,10915.91992,93.37,204.87,61.21793,106.628731
19-08-2015,226.684006,5019.049805,10687.01953,20222.63086,3794.108887,10682.15039,94.28,196.08,61.161186,107.681747
20-08-2015,235.350006,4877.490234,10475.75,20033.51953,3664.291016,10432.19043,96.4,196.32,60.863159,108.769241
21-08-2015,232.569,4706.040039,10195.69043,19435.83008,3507.743896,10124.51953,96.93,192.19,60.643185,109.097214
22-08-2015,230.389999,4706.040039,10195.69043,19435.83008,3507.743896,10124.51953,96.93,192.19,60.643185,109.097214
23-08-2015,228.169006,4706.040039,10195.69043,19435.83008,3507.743896,10124.51953,96.93,192.19,60.643185,109.097214
24-08-2015,210.494995,4526.25,9789.94043,18540.67969,3209.905029,9648.429688,96.43,181.69,60.14645,109.062698
25-08-2015,221.608994,4506.490234,9692.389648,17806.69922,2964.967041,10128.12012,95.15,186.77,60.267071,107.3106
